sentence,option1,option2,answer
"Johnathan wanted to treat his blisters on his legs, so he used some ointment and aspirin, but the _ made his skin itch.",ointment,aspirin,1
The painter got his hand stained on the wall and he cleaned it with a towel. The _ is tacky.,wall,towel,1
The painter got his hand stained on the wall and he cleaned it with a towel. The _ is dry.,wall,towel,2
Monica had small muscles compared to Rachel when it came to weight lifting so _ lifted heavier weights.,Monica,Rachel,2
The locals came over and talked to Leslie and not Logan because _ was creating a big scene.,Leslie,Logan,1
One can pick up more of the leaves than the gravels with a rake because the _ are tiny.,gravels,leaves,1
Nick was teased by Kyle because ( _ ) had a huge pimple on the tip of his nose.,Nick,Kyle,1
Michael's diet has had more vegetables added to it recently and less meats. He thinks the _ will lead to a more risky lifestyle.,vegetables,meats,2
"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ struggled with reading.",Craig,Joel,2
"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ loved reading.",Craig,Joel,1
"On game night, Michael was hoping Kevin would come over and play checkers because _ had nothing better to do.",Michael,Kevin,1
"Monica hated the flatness of the mid-west, Felicia did not therefore _ wanted to transfer to Kansas.",Monica,Felicia,2
Mikey found that the bar of soap didn't work as well as the body wash because the _ was low-cost.,bar of soap,body wash,1
The season was right so they planted flowers and fruits all over the garden. The _ were juicy.,flowers,fruits,2
June wrote both musical scores and lyrics. She was worse at the _ since she was a poet.,lyrics,scores,2
Kevin went wine tasting and asked Justin to come along because _ liked to make it a social event.,Kevin,Justin,1
Kevin went wine tasting and asked Justin to come along but _ liked to make it a personal event.,Kevin,Justin,2
"Carrie needs to hire someone to take Emily place at the fabric store, _ has been the manager at the fabric store.",Carrie,Emily,1
The woman wanted to throw the party at her friend's house but the _ was too wild.,party,house,1
The woman wanted to throw the party at her friend's house but the _ was too small.,party,house,2
"Steven is given a warning by the trooper, but Kenneth gets a ticket, so _ was likely more rude.",Steven,Kenneth,2
"He debated wether or not to wear trousers or shorts to the party, on one hand the _ looked too warm.",trousers,shorts,1
"He debated wether or not to wear trousers or shorts to the party, on one hand the _ looked too skimpy.",trousers,shorts,2
John wanted to exchange the tea with some water because it is a hot day already and the _ is cold.,tea,water,2
John wanted to exchange the tea with some water because it is a hot day already and the _ is hot.,tea,water,1
"I was needed information from a file and thought it might be in the cabinet, so I went to grab the _ to see.",file,cabinet,1
Matthew prevented more balls from passing them than Brian because _ was a better ball player.,Matthew,Brian,1
Matthew prevented less balls from passing them than Brian although _ was a better ball player.,Matthew,Brian,2
"Neil loved word games but Nelson never played them, so _ never invited people over to play these games.",Neil,Nelson,2
"Casey had a nightmare in which vehicles were fighting, and a bicycle was able to crush an tanker. because the _ was huge.",bicycle,tanker,1
The bedroom smelled worse than the bathroom although there was urine on the floor in the _ .,bedroom,bathroom,2
"Sarah drank 15 glasses of wine at the party while Christine only drank 1, because _ was a responsible drinker.",Sarah,Christine,2
"John took care to shield the ferns from the wind while leaving the flowers in the open, since _ were much flimsier .",ferns,flowers,1
"The guitar is more pleasurable to listen to because we can hear it, unlike the piano. The _ is louder.",guitar,piano,1
"The guitar is more pleasurable to listen to because we can hear it, unlike the piano. The _ is quiter.",guitar,piano,2
"The man left the shoes on the porch, but brought the umbrellas inside, because the _ were dry.",shoes,umbrellas,2
"The man left the shoes on the porch, but brought the umbrellas inside, because the _ were wet.",shoes,umbrellas,1
The man's breathing improved in the living room after he came in from the bedroom because the _ was dusty.,bedroom,living room,1
She hated the way her hair looked after using the flat iron because the _ was dry.,hair,iron,1
She hated the way her hair looked after using the flat iron because the _ was hot.,hair,iron,2
"Kenneth routinely treated Jeffrey like a doormat, but _ was a person that did not care.",Kenneth,Jeffrey,2
"Brian remembers that getting letters from Logan was always a moral up lifter, _ remembers friends.",Brian,Logan,1
"While preparing the meat to grill, we found out we need more propane, so we cooked on the _ with charcoal.",meat,grill,2
"Brett wanted to drive on Eric's car, but it had a flat tire. _ was taking it to the shop.",Brett,Eric,2
James chose to buy the guitar and leave the piano because that is what he can afford. The _ is cheap.,piano,guitar,2
I tried to write a letter but switched from the blue pen to the black pen since the _ pen's ink well was full.,blue,black,2
"I moved the dresser from the living room to the kitchen and put it in front of the sink, so now the _ is blocked.",sink,dresser,1
"Jen soldered wires to her circuit board using a soldering iron, and she had to hold the _ delicately.",wires,iron,1
I was hungry and I put the pork chop on the pan because the _ was cold.,pork chop,pan,1
"At the construction site, Craig received instruction from Kevin on how to mix the cement because _ was his employee.",Craig,Kevin,1
"The woman was angry when her husband gave her chocolate instead of candy on her birthday, because she was allergic to the _ .",chocolate,candy,1
"Rachel bought some jewelry for Samanthas birthday,  _  would unwrap the disguised box. .",Rachel,Samantha,2
"Rachel bought some jewelry for Samanthas birthday,  _  would wrap to disguise the box.",Rachel,Samantha,1
"Mary wanted to buy a house from Natalie, but _ wanted more than market value.",Mary,Natalie,2
"Christine had a tough persona compared to Lindsey, because _ had been through a little in life.",Christine,Lindsey,2
Elena was a worse overall tennis player than Mary however _ had a great serve.,Elena,Mary,1
Elena was a worse overall tennis player than Mary however _ had a bad serve.,Elena,Mary,2
"Joe had two events to go to at 4PM and 6PM so he's cutting it close. Luckily, the _ event started late.",4PM,6PM,2
"Joe had two events to go to at 4PM and 6PM so he's cutting it close. Luckily, the _ event was cancelled.",4PM,6PM,1
"Joseph has a larger home than Ian, so _ spends more time cleaning each weekend.",Joseph,Ian,1
"Joel worked out every day in the gym while Donaldwatched tv, however _ had stronger legs.",Joel,Donald,2
The style of clothes Brian uses is more modern than the clothes William uses because _  is 20 years old.,Brian,William,1
"Mary was prone to depression while Monica was not, because _ was a naturally optimistic person.",Mary,Monica,1
"Mary was prone to depression while Monica was not, because _ was a naturally pessimistic person.",Mary,Monica,2
Logan was annoyed when Aaron threw trash on the ground at the zoo since _ is the visitor.,Logan,Aaron,2
"Carrie was trying to teach Sarah how to rollerblade, but _ couldn't figure out how to do it well.",Carrie,Sarah,2
Ian knew more about the rules of professional hockey than Nick because _ liked watching winter sports.,Ian,Nick,1
"the young plant needed a lot of care for them to grow in the climate, the _ was very fresh.",climate,plant,2
"The flowers stayed in the basket even though the fruits rolled out, since the way the _ were placed made their position tenuous.",flowers,fruits,2
The wall was built of brick or wood to build the foundation. The _ was more flimsy and unstable.,brick,wood,2
Craig tied his laces in a simple knot while Logan tied his in a fancy because _ was not very dextrous.,Craig,Logan,1
The woman sewed the blanket better than a mitten because it was easier to sew the _ .,blanket,mitten,1
The teen decided to go with the toothpaste and not the whitener on the shelf since the _ was gentle.,toothpaste,whitener,1
Laura told Rachel about a medical condition they might have. _ felt like they were being nosey.,Laura,Rachel,2
Laura told Rachel about a medical condition they might have. _ felt like they were being helpful.,Laura,Rachel,1
Donald blamed Adam for making him miss the train. _ said he didn't plan ahead and was always late.,Donald,Adam,2
Donald blamed Adam for making him miss the train. _ said he talked for too long and made him late.,Donald,Adam,1
"The lemming wanted to hide behind the rock in its cage, but the _ was too small.",rock,lemming,1
